event_id,payment_id,order_id,method,amount,previous_status,new_status,event_timestamp
PAYEVT-000050,PAY-000025,ORD-000025,credit_card,1164.99,pending,approved,2025-12-06 20:37:01
PAYEVT-000300,PAY-000150,ORD-000150,debit_card,1221.25,pending,approved,2026-06-19 04:47:36
PAYEVT-000031,PAY-000016,ORD-000016,credit_card,212.54,,pending,2026-06-06 22:44:10
PAYEVT-000122,PAY-000061,ORD-000061,credit_card,400.5,pending,refunded,2026-01-04 21:16:37
PAYEVT-000116,PAY-000058,ORD-000058,credit_card,567.7,pending,rejected,2026-03-16 02:41:30
PAYEVT-000287,PAY-000144,ORD-000144,debit_card,300.18,,pending,2026-08-11 18:09:47
PAYEVT-000217,PAY-000109,ORD-000109,cash,309.25,,pending,2026-05-11 07:48:17
PAYEVT-000265,PAY-000133,ORD-000133,credit_card,151.92,,pending,2026-08-15 20:00:21
PAYEVT-000210,PAY-000105,ORD-000105,cash,992.19,pending,approved,2026-07-01 12:22:56
PAYEVT-000002,PAY-000001,ORD-000001,pse,425.08,pending,approved,2026-08-02 04:50:48
PAYEVT-000023,PAY-000012,ORD-000012,digital_wallet,1079.93,,pending,2026-08-04 18:53:26
PAYEVT-000008,PAY-000004,ORD-000004,pse,23.25,pending,approved,2025-07-16 11:40:24
PAYEVT-000142,PAY-000071,ORD-000071,cash,830.6,pending,rejected,2026-07-29 01:42:15
PAYEVT-000087,PAY-000044,ORD-000044,digital_wallet,297.67,,pending,2026-05-13 07:19:51
PAYEVT-000242,PAY-000121,ORD-000121,debit_card,128.67,pending,approved,2026-06-20 16:18:37
PAYEVT-000216,PAY-000108,ORD-000108,credit_card,433.4,pending,approved,2025-04-12 12:42:26
PAYEVT-000069,PAY-000035,ORD-000035,credit_card,1187.63,,pending,2026-07-03 22:31:37
PAYEVT-000051,PAY-000026,ORD-000026,digital_wallet,135.72,,pending,2026-02-03 16:15:20
PAYEVT-000157,PAY-000079,ORD-000079,pse,503.26,,pending,2026-04-18 04:10:45
PAYEVT-000253,PAY-000127,ORD-000127,pse,298.85,,pending,2026-02-10 00:42:29
PAYEVT-000255,PAY-000128,ORD-000128,credit_card,308.48,,pending,2026-07-05 16:20:48
PAYEVT-000277,PAY-000139,ORD-000139,pse,1152.43,,pending,2026-04-14 14:26:22
PAYEVT-000179,PAY-000090,ORD-000090,debit_card,920.76,,pending,2025-09-13 01:17:13
PAYEVT-000282,PAY-000141,ORD-000141,cash,306.82,pending,approved,2026-07-14 21:51:50
PAYEVT-000238,PAY-000119,ORD-000119,digital_wallet,612.32,pending,approved,2025-11-07 10:35:53
PAYEVT-000072,PAY-000036,ORD-000036,digital_wallet,652.87,pending,approved,2026-04-24 01:52:46
PAYEVT-000130,PAY-000065,ORD-000065,digital_wallet,1512.26,pending,approved,2026-06-27 22:46:05
PAYEVT-000145,PAY-000073,ORD-000073,pse,862.55,,pending,2026-04-06 13:10:57
PAYEVT-000134,PAY-000067,ORD-000067,credit_card,928.15,pending,approved,2026-06-09 12:52:33
PAYEVT-000204,PAY-000102,ORD-000102,credit_card,1035.55,pending,approved,2026-05-31 10:25:12
PAYEVT-000256,PAY-000128,ORD-000128,credit_card,308.48,pending,approved,2026-07-08 01:14:48
PAYEVT-000073,PAY-000037,ORD-000037,credit_card,618.02,,pending,2026-06-29 09:45:11
PAYEVT-000236,PAY-000118,ORD-000118,debit_card,218.92,pending,refunded,2026-05-08 04:12:12
PAYEVT-000038,PAY-000019,ORD-000019,pse,346.32,pending,approved,2026-05-21 13:56:23
