order_item_id,order_id,sku,quantity,unit_price,created_at
OI-000358,ORD-000146,SKU-0005,3,54.06,2026-06-22 17:36:57
OI-000359,ORD-000146,SKU-0029,3,7.31,2026-06-22 17:36:57
OI-000360,ORD-000146,SKU-0030,2,279.87,2026-06-22 17:36:57
OI-000361,ORD-000147,SKU-0028,1,212.54,2026-05-23 14:22:42
OI-000362,ORD-000147,SKU-0033,1,216.7,2026-05-23 14:22:42
OI-000363,ORD-000148,SKU-0023,1,7.75,2026-05-28 16:56:44
OI-000364,ORD-000148,SKU-0019,2,128.67,2026-05-28 16:56:44
OI-000365,ORD-000149,SKU-0033,3,216.7,2026-07-26 18:12:15
OI-000366,ORD-000150,SKU-0003,1,33.88,2026-06-16 10:02:36
OI-000367,ORD-000150,SKU-0002,3,135.72,2026-06-16 10:02:36
OI-000368,ORD-000150,SKU-0006,3,260.07,2026-06-16 10:02:36
